,startbpid,endbpid,isleaf,isroot,parent_vox_x,parent_vox_y,parent_vox_z,vox_x,vox_y,vox_z,weibel_generation,radius_vox,centerlinelength_vox,idno
232,257,217,False,False,327.5,297.5,496.5,323.5,303.5,515.5,8,1.8252846356086774,16.219033155555167,ATM_example
233,266,324,True,False,211.5,282.5,554.5,218.5,279.5,563.5,8,1.3014465705424116,11.158378519420104,ATM_example
234,220,318,True,False,321.5,310.5,247.5,312.5,298.5,223.5,8,1.3673200631690454,24.909216999335147,ATM_example
235,46,468,True,False,219.5,315.5,278.5,217.5,329.5,270.5,8,1.3559257293093032,17.784357870295686,ATM_example
236,106,470,True,False,195.5,212.5,270.5,186.5,203.5,251.5,8,1.415526860267954,20.457990769038254,ATM_example
237,46,73,True,False,219.5,315.5,278.5,226.5,316.5,266.5,8,1.4830437664320504,12.094776419639516,ATM_example
238,106,472,True,False,195.5,212.5,270.5,199.5,196.5,233.5,8,1.4915183022402334,33.215994689589856,ATM_example
239,201,473,True,False,340.5,317.5,247.5,364.5,334.5,230.5,8,1.4376444674596407,37.07198209828213,ATM_example
240,234,478,True,False,338.5,262.5,235.5,363.5,231.5,184.5,8,1.607471474726803,60.06174411590204,ATM_example
241,201,309,True,False,340.5,317.5,247.5,346.5,337.5,223.5,8,1.5738423643768695,30.309954241899316,ATM_example
242,19,501,True,False,193.5,316.5,480.5,180.5,327.5,468.5,8,1.5188129110769792,22.033974135769004,ATM_example
243,160,216,False,False,348.5,282.5,278.5,355.5,285.5,246.5,8,2.1681604600156876,24.893342349075184,ATM_example
244,20,305,True,False,333.5,235.5,385.5,325.5,212.5,380.5,8,1.7554395602665087,29.176442520858867,ATM_example
245,30,300,True,False,323.5,266.5,490.5,312.5,234.5,518.5,8,1.7453508271615288,45.055566158160765,ATM_example
246,23,294,True,False,357.5,258.5,255.5,378.5,250.50000000000003,247.5,8,1.6949071616366291,27.33799204986028,ATM_example
247,128,94,False,False,210.5,304.5,496.5,207.5,311.5,535.5,8,1.542455194716932,29.675799542378677,ATM_example
248,153,484,True,False,202.5,234.5,323.5,182.5,221.5,323.5,8,1.6430222485253037,28.358703496309765,ATM_example
249,16,275,False,False,338.5,308.5,237.5,353.5,321.5,205.5,8,2.0360897720959503,33.0843747517283,ATM_example
250,240,249,False,False,328.5,252.50000000000003,452.5,325.5,243.50000000000003,454.5,8,1.7986769878592797,11.371237791741292,ATM_example
251,128,229,False,False,210.5,304.5,496.5,213.5,317.5,509.5,8,1.9370367561561475,18.447883093681174,ATM_example
252,240,489,True,False,328.5,252.50000000000003,452.5,340.5,223.5,445.5,8,1.5012034860210144,37.655200330541604,ATM_example
253,129,71,False,False,333.5,272.5,490.5,362.5,275.5,527.5,8,1.7228451917734966,43.82052980275938,ATM_example
254,204,131,False,False,201.5,243.50000000000003,455.5,205.5,231.5,460.5,8,2.118633952045786,15.468325505378687,ATM_example
255,203,500,True,False,340.5,320.5,497.5,342.5,324.5,514.5,9,1.5536648981669097,13.417210335716927,ATM_example
256,141,519,True,False,183.5,302.5,286.5,162.5,323.5,251.5,9,1.5940198305868296,43.47243707693571,ATM_example
257,18,515,True,False,201.5,224.5,314.5,210.5,198.5,281.5,9,1.715084627846589,40.51871286272098,ATM_example
258,229,448,True,False,213.5,317.5,509.5,221.5,322.5,520.5,9,1.54357616506193,13.759663400169405,ATM_example
259,125,499,True,False,337.5,267.5,512.5,344.5,252.50000000000003,521.5,9,1.452777567117111,20.73163213063212,ATM_example
260,111,441,True,False,336.5,299.5,535.5,351.5,313.5,571.5,9,1.8159719588963883,35.715044236581974,ATM_example
261,94,496,True,False,207.5,311.5,535.5,216.5,315.5,555.5,9,1.4181876250428938,18.631646529776596,ATM_example
262,144,529,True,False,336.5,305.5,224.5,332.5,298.5,218.5,9,1.5980553238288218,10.524904587084194,ATM_example
263,63,494,True,False,321.5,268.5,508.5,315.5,254.50000000000003,567.5,9,1.5295503653793974,46.43035230670813,ATM_example
264,203,491,True,False,340.5,320.5,497.5,348.5,327.5,504.5,9,1.6257272774881955,13.617723505732853,ATM_example
265,141,483,True,False,183.5,302.5,286.5,162.5,334.5,285.5,9,1.4747893484370669,45.50971459120203,ATM_example
266,25,482,True,False,359.5,283.5,267.5,373.5,297.5,252.5,9,1.452777567117111,25.926711463670358,ATM_example
267,113,479,True,False,382.5,238.50000000000003,209.5,403.5,238.50000000000003,180.5,9,1.452777567117111,32.632984692034164,ATM_example
268,119,466,True,False,205.5,333.5,321.5,201.5,349.5,297.5,9,1.407378268144701,26.208742557335196,ATM_example
269,18,467,True,False,201.5,224.5,314.5,177.5,196.5,279.5,9,1.6242860299017696,50.65027951118352,ATM_example
270,275,528,True,False,353.5,321.5,205.5,360.5,329.5,200.5,9,1.5334874319569503,13.146862706503125,ATM_example
271,51,518,True,False,186.5,280.5,273.5,188.5,267.5,257.5,9,1.2106479725975923,19.466410700130865,ATM_example
272,58,265,False,False,321.5,315.5,222.5,316.5,313.5,180.5,9,1.357655226413014,31.100870685354927,ATM_example
273,216,310,True,False,355.5,285.5,246.5,384.5,303.5,195.5,9,1.856326891316308,54.885134799781575,ATM_example
274,63,343,True,False,321.5,268.5,508.5,319.5,269.5,518.5,9,1.2106479725975923,7.718607509567326,ATM_example
275,25,338,True,False,359.5,283.5,267.5,400.5,277.5,220.5,9,1.740306460609039,59.88929312975018,ATM_example
276,275,317,True,False,353.5,321.5,205.5,364.5,339.5,158.5,9,1.6949071616366291,42.295410080000345,ATM_example
277,131,315,True,False,205.5,231.5,460.5,216.5,201.5,441.5,9,1.8217369492420912,40.40578052437206,ATM_example
278,113,314,True,False,382.5,238.50000000000003,209.5,393.5,225.5,194.5,9,1.3720677022772714,22.97888373052924,ATM_example
279,71,423,True,False,362.5,275.5,527.5,367.5,269.5,530.5,9,0.7263887835585553,9.536371574791955,ATM_example
280,58,301,True,False,321.5,315.5,222.5,327.5,337.5,164.5,9,1.6464812427327256,50.013956270692844,ATM_example
281,229,286,False,False,213.5,317.5,509.5,211.5,319.5,507.5,9,0.7263887835585553,3.6616224630137273,ATM_example
282,148,267,True,False,218.5,301.5,243.5,225.5,302.5,233.5,9,1.725173360951569,11.098613733570495,ATM_example
283,217,225,False,False,323.5,303.5,515.5,326.5,315.5,550.5,9,1.6242860299017696,29.317147229907555,ATM_example
284,59,346,True,False,179.5,297.5,292.5,161.5,308.5,303.5,9,1.3115353036473913,26.315269260546323,ATM_example
285,166,211,False,False,205.5,306.5,261.5,194.5,309.5,230.5,9,2.225286273441289,26.236633315584267,ATM_example
286,166,158,False,False,205.5,306.5,261.5,199.5,321.5,247.5,9,2.2195212830955855,21.721257773270146,ATM_example
287,148,146,False,False,218.5,301.5,243.5,216.5,304.5,217.5,9,2.1791663506756658,19.32204566787083,ATM_example
288,15,143,False,False,184.5,285.5,263.5,171.5,280.5,245.5,9,2.118633952045786,21.079113235569658,ATM_example
289,217,89,False,False,323.5,303.5,515.5,319.5,305.5,520.5,9,1.5738423643768695,6.433909712488847,ATM_example
290,59,83,False,False,179.5,297.5,292.5,147.5,300.5,273.5,9,1.4197598951371764,40.61511688721896,ATM_example
291,125,79,True,False,337.5,267.5,512.5,340.5,268.5,563.5,9,1.881692848837401,37.14725224073913,ATM_example
292,119,69,True,False,205.5,333.5,321.5,201.5,343.5,324.5,9,1.452777567117111,12.987630950832733,ATM_example
293,15,68,True,False,184.5,285.5,263.5,168.5,293.5,231.5,9,2.2892252572754472,31.464032844566198,ATM_example
294,249,62,False,False,325.5,243.50000000000003,454.5,319.5,237.50000000000003,452.5,9,2.0338885939639546,10.19137473298991,ATM_example
295,216,49,False,False,355.5,285.5,246.5,379.5,276.5,192.5,9,1.7218104499165758,49.59621830454061,ATM_example
296,144,202,False,False,336.5,305.5,224.5,338.5,307.5,211.5,9,2.2867795037954517,10.002446747641473,ATM_example
297,131,347,True,False,205.5,231.5,460.5,218.5,216.5,491.5,9,1.452777567117111,32.58058574164317,ATM_example
298,249,537,True,False,325.5,243.50000000000003,454.5,332.5,233.5,466.5,9,1.3014465705424116,16.917704674855248,ATM_example
299,71,401,True,False,362.5,275.5,527.5,370.5,278.5,530.5,9,0.8070986483983947,10.387637016724906,ATM_example
300,65,393,True,False,389.5,282.5,274.5,402.5,278.5,272.5,9,0.8070986483983947,16.235043078106237,ATM_example
301,65,419,True,False,389.5,282.5,274.5,402.5,291.5,272.5,9,1.3720677022772714,18.85329277958552,ATM_example
302,94,361,True,False,207.5,311.5,535.5,202.5,318.5,551.5,9,1.472955033327071,15.460143295636636,ATM_example
303,51,389,True,False,186.5,280.5,273.5,171.5,274.5,265.5,9,1.188636191277636,20.062399401632977,ATM_example
304,111,398,True,False,336.5,299.5,535.5,336.5,301.5,571.5,9,1.9168592899461872,26.195091917380612,ATM_example
305,202,350,True,False,338.5,307.5,211.5,341.5,322.5,159.5,10,1.338438591927338,41.84019436908248,ATM_example
306,211,145,False,False,194.5,309.5,230.5,188.5,314.5,216.5,10,2.0338885939639546,13.7526739075458,ATM_example
307,202,110,False,False,338.5,307.5,211.5,343.5,306.5,198.5,10,1.428564607665159,11.202226158559007,ATM_example
308,89,88,False,False,319.5,305.5,520.5,317.5,306.5,522.5,10,1.452777567117111,3.027758918236945,ATM_example
309,211,436,True,False,194.5,309.5,230.5,191.5,304.5,215.5,10,1.251002905017512,12.891956327682301,ATM_example
310,146,147,False,False,216.5,304.5,217.5,214.5,311.5,199.5,10,2.0984564858358263,15.653808803222612,ATM_example
311,83,418,True,False,147.5,300.5,273.5,145.5,306.5,272.5,10,0.7263887835585553,7.553840063045262,ATM_example
312,158,67,False,False,199.5,321.5,247.5,198.5,343.5,204.5,10,2.0038311270580835,40.69890903869918,ATM_example
313,49,527,True,False,379.5,276.5,192.5,382.5,279.5,182.5,10,1.2711803712274719,8.828981077322025,ATM_example
314,62,55,False,False,319.5,237.50000000000003,452.5,314.5,228.5,453.5,10,1.5911373354139784,12.261480725471197,ATM_example
315,286,427,True,False,211.5,319.5,507.5,215.5,328.5,497.5,10,1.3014465705424116,13.769833758027206,ATM_example
316,158,520,True,False,199.5,321.5,247.5,183.5,341.5,241.5,10,1.4354825960800024,30.758480952736413,ATM_example
317,143,191,False,False,171.5,280.5,245.5,159.5,264.5,225.5,10,1.8240429453803724,27.845895691709334,ATM_example
318,83,420,True,False,147.5,300.5,273.5,134.5,296.5,271.5,10,0.8878085132382344,16.235043078106237,ATM_example
319,89,443,True,False,319.5,305.5,520.5,316.5,306.5,539.5,10,1.2106479725975923,14.272171053327188,ATM_example
320,146,357,True,False,216.5,304.5,217.5,226.5,297.5,189.5,10,1.3680322090352792,24.945392031345676,ATM_example
321,62,323,True,False,319.5,237.50000000000003,452.5,313.5,234.5,445.5,10,1.3074998104053994,9.45157201734714,ATM_example
322,143,358,True,False,171.5,280.5,245.5,125.5,268.5,205.5,10,1.7176068111228335,63.51700344257878,ATM_example
323,225,312,True,False,326.5,315.5,550.5,328.5,320.5,557.5,10,1.3720677022772714,8.16811199895391,ATM_example
324,265,307,True,False,316.5,313.5,180.5,315.5,318.5,158.5,10,1.407378268144701,17.055682282707888,ATM_example
325,225,442,True,False,326.5,315.5,550.5,326.5,319.5,569.5,10,1.3224000931450621,14.566234124330052,ATM_example
326,265,481,True,False,316.5,313.5,180.5,315.5,294.5,159.5,10,1.5133099657469902,27.261958247127083,ATM_example
327,49,480,True,False,379.5,276.5,192.5,392.5,271.5,179.5,10,1.2326597539175486,19.050946186732357,ATM_example
328,286,447,True,False,211.5,319.5,507.5,205.5,333.5,520.5,10,1.5188129110769792,20.411937206997973,ATM_example
329,55,505,True,False,314.5,228.5,453.5,311.5,221.5,447.5,11,1.5012034860210144,10.04389971971203,ATM_example
330,147,48,False,False,214.5,311.5,199.5,213.5,315.5,194.5,11,1.452777567117111,6.095493351138606,ATM_example
331,145,354,True,False,188.5,314.5,216.5,175.5,336.5,175.5,11,1.7986769878592797,42.49274191503712,ATM_example
332,88,445,True,False,317.5,306.5,522.5,311.5,322.5,531.5,11,1.3115353036473913,21.33638912205996,ATM_example
333,110,384,True,False,343.5,306.5,198.5,353.5,306.5,177.5,11,1.3882096752452389,19.310812979582703,ATM_example
334,55,502,True,False,314.5,228.5,453.5,304.5,220.5,463.5,11,1.452777567117111,16.86134978597406,ATM_example
335,191,364,True,False,159.5,264.5,225.5,158.5,264.5,207.5,11,1.2279429436347007,13.097545958690306,ATM_example
336,67,476,True,False,198.5,343.5,204.5,205.5,351.5,192.5,11,1.2106479725975923,15.340367385738151,ATM_example
337,67,376,True,False,198.5,343.5,204.5,196.5,349.5,188.5,11,1.3922451684872308,13.818861775916048,ATM_example
338,88,397,True,False,317.5,306.5,522.5,309.5,299.5,523.5,11,1.2711803712274719,12.658499301603497,ATM_example
339,110,377,True,False,343.5,306.5,198.5,343.5,300.5,194.5,11,1.2106479725975923,7.699575068761783,ATM_example
340,191,437,True,False,159.5,264.5,225.5,142.5,246.50000000000003,207.5,11,1.5459043342400023,32.19529979757001,ATM_example
341,145,292,True,False,188.5,314.5,216.5,163.5,331.5,144.5,11,1.5032212326420105,63.355750257167884,ATM_example
342,147,351,True,False,214.5,311.5,199.5,218.5,314.5,166.5,11,1.4317228197675875,24.64078475513492,ATM_example
343,48,526,True,False,213.5,315.5,194.5,214.5,321.5,190.5,12,1.113796134789785,7.790817751540964,ATM_example
344,48,84,True,False,213.5,315.5,194.5,209.5,335.5,140.5,12,1.6949071616366291,46.034325079648475,ATM_example
